rownames,project_id,created,modified,name,code,on_the_field_project_code,locality,project_start_date,project_end_date,description_text,description_html,is_billable,guid,created_by_id,last_modification_by_id,division_id,activity_id,funding_type_id,pathology_id,country_id,responsible_id,analytical_axe_id,status,short_name,level,final_impact_comments,initiation_of_the_project_comments,partners_comments,topic_comments,study_pouplation_comments,population_comments,goal_comments,numbers_of_epidemiologist,term_of_reference_has_been_written,protocol_has_been_written,is_there_an_initial_restitution,is_there_a_report_to_be_delivered,is_there_an_article_to_be_submitted,trigger_comments,has_ethical_review_bord,various_countries,sponsor,other_final_impact,goal_id,trigger_id,security_context_id,population_id,role_of_epicentre_id,impact_expected_id,health_structure_id,study_design_id,methodology_id,data_type_id,linked_project_id,topic_id,creation_id
252,257,2013-12-03 ,2018-10-30 ,Large-scale introduction of a new WHO pre-qualified disposable syringe needle-free injection device in the context of a preventive or reactive measles vaccination campaign,823468,"","",2014-01-01,2016-12-31,==&gt;projet basculé chez ocp  passé en terminé le 26/04/16 (ouverture du 821644).BackgroundThis study aims to evaluate the potential contribution of needle-free delivery to measles vaccination campaigns. A new needle-free device  PharmaJet  was pre-qualified in 2013 based on technical functioning. On-going clinical studies assessing immunogenicity of different vaccines delivered with PharmaJet will not  however  provide the required immunogenicity information for measles vaccine. Consequently  a first phase of this study aims to prove the non-inferiority of measles vaccine delivered with PharmaJet device and also get initial data on acceptability. A second phase will evaluate the contribution of this device to mass vaccination campaigns. Methods The first part of the study is a randomized non-inferiority trial. Around 500 children will be randomized to receive the first measles dose in routine vaccination activities with PharmaJet or needle and syringe. Measles antibody titres will be measured at inclusion and 4 weeks post-vaccination. Caretakers will be administered a questionnaire to assess acceptability. In a second step  a demonstration project will be implemented to assess advantages and disadvantages of PharmaJet in a measles mass vaccination campaign. Reporting Updates on the progress of the project will be provided to medical department referent and field teams regularly and to the vaccination working group.&nbsp;,"<p class=""MsoNormal"" style=""margin-bottom: 0.0001pt;""><strong><span style=""font-family: Helv  sans-serif;"" lang=""EN-GB"">==&gt;projet basculé chez ocp  passé en terminé le 26/04/16 (ouverture du 821644).<br /></span></strong></p><p class=""MsoNormal"" style=""margin-bottom: 0.0001pt;""><strong><span style=""font-family: Helv  sans-serif;"" lang=""EN-GB"">Background</span></strong></p><p class=""MsoNormal"" style=""margin-bottom: 0.0001pt;""><span style=""font-family: Helv  sans-serif;"" lang=""EN-GB"">This study aims to evaluate the potential contribution of needle-free delivery to measles vaccination campaigns. A new needle-free device  PharmaJet  was pre-qualified in 2013 based on technical functioning. On-going clinical studies assessing immunogenicity of different vaccines delivered with PharmaJet will not  however  provide the required immunogenicity information for measles vaccine. Consequently  a first phase of this study aims to prove the non-inferiority of measles vaccine delivered with PharmaJet device and also get initial data on acceptability. A second phase will evaluate the contribution of this device to mass vaccination campaigns. </span></p><p class=""MsoNormal"" style=""margin-bottom: 0.0001pt;""><strong><span style=""font-family: Helv  sans-serif;"" lang=""EN-GB"">Methods </span></strong></p><p class=""MsoNormal"" style=""margin-bottom: 0.0001pt;""><span style=""font-family: Helv  sans-serif;"" lang=""EN-GB"">The first part of the study is a randomized non-inferiority trial. Around 500 children will be randomized to receive the first measles dose in routine vaccination activities with PharmaJet or needle and syringe. Measles antibody titres will be measured at inclusion and 4 weeks post-vaccination. Caretakers will be administered a questionnaire to assess acceptability. In a second step  a demonstration project will be implemented to assess advantages and disadvantages of PharmaJet in a measles mass vaccination campaign. </span></p><p class=""MsoNormal"" style=""margin-bottom: 0.0001pt;""><strong><span style=""font-family: Helv  sans-serif;"" lang=""EN-GB"">Reporting</span></strong></p><p> </p><p class=""MsoNormal"" style=""margin-bottom: 0.0001pt;""><span style=""font-family: Helv  sans-serif;"" lang=""EN-GB"">Updates on the progress of the project will be provided to medical department referent and field teams regularly and to the vaccination working group.&nbsp;</span></p>",1,,2,130,1,2,1,1,285,2,266,4,"",1,,,"","","","",,1,,,,,,"",,0,"","",4,6,4,2,1,1,,3,5,3,649,41,
253,258,2013-12-03 ,2015-04-14 ,Populations en Situation Précaire  mars 2014,844110,"","",2013-12-01,2014-12-31,"","",1,,16,60,5,3,1,20,2,16,267,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
254,259,2013-12-03 ,2020-10-22 ,Short standard course of DR-TB treatment in Mozambique  MSF-CH (MZ160),822469,"","",2013-12-09,2021-12-01,Background  Recommended MDR TB treatment of 18-24 months does not provide satisfactory outcomes. Recently  a standardized regimen of 9-11 months of duration (SSC) has shown very high rates of treatment success in patients with MDR-TB without previous treatment with second-line drugs in Bangladesh and in Western African countries  mostly non-HIV patients. The hypothesis is that the SSC could improve outcomes among the HIV/MDR-TB co-infected.  &nbsp;  Methods   Study design: A standardized short-course MDR-TB treatment regimen used under routine program conditions can lead to high proportion of successful treatment in a context of high TB prevalence and high HIV co-infection rates.  Primary outcome measures: treatment success and sustained success one year after treatment completion in a cohort of patients with MDR-TB co-infected with HIV receiving a standardized short course of DR-TB treatment in programmatic conditions in Maputo  Mozambique.  Sample size: 117 patients with MDR-TB co-infected with HIV.  Study duration: 12/18 months for enrollment; 12 months follow-up after treatment completion. Maximum total duration of the study: 36/42 months.  &nbsp;  Reporting  Quarterly reporting of study inclusions  treatment completion  and follow up completion sent to the medical referent  RP and field team.,"<p style=""margin: 0px 0px 0.000133333px; font-size: 14.6667px; font-family: Calibri  sans-serif;""><strong><span style=""font-family: Helv  sans-serif;"">Background</span></strong></p>  <p style=""margin: 0px 0px 0.000133333px; font-size: 14.6667px; font-family: Calibri  sans-serif;"">Recommended MDR TB treatment of 18-24 months does not provide satisfactory outcomes. Recently  a standardized regimen of 9-11 months of duration (SSC) has shown very high rates of treatment success in patients with MDR-TB without previous treatment with second-line drugs in Bangladesh and in Western African countries  mostly non-HIV patients. The hypothesis is that the SSC could improve outcomes among the HIV/MDR-TB co-infected.</p>  <p style=""margin: 0px 0px 0.000133333px; font-size: 14.6667px; font-family: Calibri  sans-serif;""><span style=""font-family: Helv  sans-serif;"">&nbsp;</span></p>  <p style=""margin: 0px 0px 0.000133333px; font-size: 14.6667px; font-family: Calibri  sans-serif;""><strong><span style=""font-family: Helv  sans-serif;"">Methods </span></strong></p>  <p style=""margin: 0px 0px 0.000133333px; font-size: 14.6667px; font-family: Calibri  sans-serif;""><span style=""text-decoration: underline;"">Study design</span>: A standardized short-course MDR-TB treatment regimen used under routine program conditions can lead to high proportion of successful treatment in a context of high TB prevalence and high HIV co-infection rates.</p>  <p style=""margin: 0px 0px 0.000133333px; font-size: 14.6667px; font-family: Calibri  sans-serif;""><span style=""text-decoration: underline;"">Primary outcome measures</span>: treatment success and sustained success one year after treatment completion in a cohort of patients with MDR-TB co-infected with HIV receiving a standardized short course of DR-TB treatment in programmatic conditions in Maputo  Mozambique.</p>  <p style=""margin: 0px 0px 0.000133333px; font-size: 14.6667px; font-family: Calibri  sans-serif;""><span style=""text-decoration: underline;"">Sample size</span>: 117 patients with MDR-TB co-infected with HIV.</p>  <p style=""margin: 0px 0px 0.000133333px; font-size: 14.6667px; font-family: Calibri  sans-serif;""><span style=""text-decoration: underline;"">Study duration</span>: 12/18 months for enrollment; 12 months follow-up after treatment completion. Maximum total duration of the study: 36/42 months.</p>  <p style=""margin: 0px 0px 0.000133333px; font-size: 14.6667px; font-family: Calibri  sans-serif;"">&nbsp;</p>  <p style=""margin: 0px 0px 0.000133333px; font-size: 14.6667px; font-family: Calibri  sans-serif;""><strong><span style=""font-family: Helv  sans-serif;"">Reporting</span></strong></p>  <p style=""margin: 0px 0px 0.000133333px; font-size: 14.6667px; font-family: Calibri  sans-serif;"">Quarterly reporting of study inclusions  treatment completion  and follow up completion sent to the medical referent  RP and field team.</p>",1,,22,21,8,2,1,31,22,38,268,2,"",1,,,"","","","",,0,1,1,0,0,0,"",1,0,"","",1,6,4,2,2,4,,1,3,4,,40,5F92C282-300E-4DAE-9201-A78E025A6F79
255,260,2013-12-04 ,2018-08-07 ,Measles and OPV vaccination coverage in North and South Kivu (DRC),813274,"",North and South Kivu,2013-12-12,2014-12-31,Assessing vaccination coverage for measles and Polio;levels using clustered lot quality assurance sampling in North and South Kivu (RDC),Assessing vaccination coverage for measles and Polio&nbsp;levels using clustered lot quality assurance sampling in North and South Kivu (RDC),1,,1,130,1,1,1,1,1,52,269,4,"",4,,,"",Measles  Polio,"","",,1,,,,,,"",,0,"","",4,2,3,3,1,4,,1,1,3,,41,
256,261,2013-12-04 ,2014-07-07 ,SAB VIH,821470,"","",2014-01-01,2014-12-31,"","",1,,29,60,2,2,1,3,3,29,270,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,20,
257,271,2013-12-05 ,2018-08-07 ,Palu evaluation  cyscope OCP,811275,"","",2013-10-01,2014-12-31,Palu evaluation  cyscope OCP,"",1,,33,130,7,1,1,4,285,34,271,4,"",1,,,"","","","",,1,,,,,,"",,0,"","",3,6,,2,1,1,,1,8,3,,22,
258,272,2013-12-05 ,2019-01-17 ,Bacteriemia in pediatric hospital,821471,"",Koutiala,2014-01-01,2018-12-31,Background Les bactériémies sont reconnues comme la cause principale de morbidité et mortalité chez les enfants de moins de 5 ans  notamment dans les zones rurales d Afrique subsaharienne. Au Mali  l'étiologie des bactériémies et les profils de résistance aux antibiotiques sont peu documentés  principalement en raison du manque de laboratoire de bactériologie. Notre étude vise à décrire la prévalence et l'étiologie des bactériémies chez les enfants de 2 mois à 5 ans hospitalisés pour fièvre au Centre de Santé de Référence (CSREF) de Koutiala  au Mali.  Methods  Etude descriptive prospective. La mesure de l outcome principal est la proportion d hémoculture positive à l admission. Les enfants sont suivis tout au long de leur hospitalisation. Taille d échantillon&nbsp;: 1400 Reporting Updates on the progress of the project will be provided to medical department referent &nbsp;(Lab referent)  field teams regularly and the desk,"<p class=""MsoNormal"" style=""margin-bottom: 0.0001pt;""><strong><span lang=""EN-US"" style=""font-size: 10pt;"">Background</span></strong></p> <p class=""MsoNormal"" style=""margin-bottom: 0.0001pt;""><span style=""font-size:&#xA;10.0pt;mso-bidi-font-family:Arial"">Les bactériémies sont reconnues comme la cause principale de morbidité et mortalité chez les enfants de moins de 5 ans  notamment dans les zones rurales d Afrique subsaharienne. Au Mali  l'étiologie des bactériémies et les profils de résistance aux antibiotiques sont peu documentés  principalement en raison du manque de laboratoire de bactériologie. Notre étude vise à décrire la prévalence et l'étiologie des bactériémies chez les enfants de 2 mois à 5 ans hospitalisés pour fièvre au Centre de Santé de Référence (CSREF) de Koutiala  au Mali. </span></p> <p class=""MsoNormal"" style=""margin-bottom: 0.0001pt;""><strong><span lang=""EN-US"" style=""font-size: 10pt;"">Methods </span></strong></p> <p class=""MsoNormal"" style=""margin-bottom: 0.0001pt;""><span style=""font-size: 10pt;"">Etude descriptive prospective. La mesure de l outcome principal est la proportion d hémoculture positive à l admission. Les enfants sont suivis tout au long de leur hospitalisation. </span><span lang=""EN-US"" style=""font-size: 10pt;"">Taille d échantillon&nbsp;: 1400</span></p> <p class=""MsoNormal"" style=""margin-bottom: 0.0001pt;""><strong><span lang=""EN-US"" style=""font-size: 10pt;"">Reporting</span></strong></p> <p class=""MsoNormal"" style=""margin-bottom: 0.0001pt;""><span lang=""EN-US"" style=""font-size: 10pt;"">Updates on the progress of the project will be provided to medical department referent &nbsp;(Lab referent)  field teams regularly and the desk</span></p>",1,,11,130,1,2,1,9,8,11,272,4,"",4,,,"","","","",,0,1,0,1,1,0,"",1,0,"","",7,6,3,2,1,4,,1,5,4,,9,
259,273,2013-12-05 ,2018-08-04 ,Analyses multicentriques des adolescents Pre AR et ART,824524,"","",2014-01-01,2015-12-31,Analyses multicentriques des adolescents Pre AR et ART,"",1,,28,130,5,2,1,3,285,28,371,4,"",1,,,"","","","",,1,,,,,,"",,0,"","",6,6,,,1,1,,1,5,4,,20,
260,279,2013-12-05 ,2015-04-14 ,Réponse aux épidémies en Anglais  février 2014,844111,"","",2013-12-02,2014-12-31,"","",1,,16,60,5,3,1,20,3,16,274,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
261,280,2013-12-05 ,2015-04-14 ,Populations en Situation Précaire  septembre 2014,844112,"","",2014-01-01,2014-12-31,"","",1,,16,60,5,3,1,20,3,16,275,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
262,281,2013-12-05 ,2015-01-23 ,Réponse aux épidémies en Français  décembre 2014,844113,"","",2014-01-01,2014-12-31,"","",1,,16,60,5,3,1,20,3,16,276,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
263,282,2013-12-05 ,2018-08-04 ,E-Response training course,841114,"","",2014-01-01,2014-12-31,E-Response training course,"",1,,16,130,5,3,1,20,285,16,277,4,"",1,,,"","","","",,1,,,,,,"",,0,"","",7,7,,4,1,5,,,,,,,
264,283,2013-12-05 ,2016-10-20 ,Réponse aux épidémies décentralisées  Nigeria  OCP,841115,"","",2014-01-01,2016-12-31,"","",1,,16,60,5,3,1,20,3,40,278,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
265,287,2013-12-05 ,2015-05-12 ,Task shifting in HIV programs  UNITAID,821473,"",Chiradzulu,2013-01-01,2015-12-31,"","",1,,9,60,5,2,1,3,15,9,279,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,20,
266,288,2013-12-05 ,2016-01-13 ,UNITAID Viral Load: Association between NNRTI exposure  VL suppression and emergence of resistance in HIV-infected patients on rifampicin (CARINEMO),822474,"","",2014-01-01,2015-12-31,Projet clôturé  financement unitaid  création du 823,Projet clôturé  financement unitaid  création du 823,1,,18,60,1,2,1,3,22,18,280,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,20,
267,289,2013-12-05 ,2015-04-14 ,Field evaluation of innovative CD4 POC test(s)  UNITAID,821475,"","",2014-01-01,2014-12-31,"","",1,,9,60,2,2,1,3,15,9,281,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,20,
268,290,2013-12-05 ,2014-02-05 ,EID in nut/ped programme- support baseline data,821476,"","",2014-01-01,2014-12-31,"","",1,,9,60,2,2,1,3,8,9,284,1,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,20,
269,291,2013-12-05 ,2014-01-14 ,HIV/AIDS_Adolescents_Resistance and Adherence ,821477,"","",2013-01-01,2013-12-31,"","",1,,9,60,2,2,1,3,15,9,285,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,20,
270,293,2013-12-05 ,2015-05-12 ,HIV/AIDS in Adolescents  Resistance and Adherence ,821478,"","",2014-01-01,2015-12-31,"","",1,,9,60,5,2,1,3,15,9,286,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,20,
271,294,2013-12-05 ,2014-01-29 ,HIV/AIDS-EID-in nut/ped_ Support Baseline data & monitoring,821479,"","",2014-01-01,2014-12-31,"","",1,,9,60,2,2,1,3,8,9,287,1,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,20,
272,295,2013-12-05 ,2015-06-03 ,Proposed HIV/AIDS projects with UNITAID : Effectiveness Same Day CD4 test / ART start  &  Analysis : Safe to stop CD4 count,821480,"","",2014-01-01,2015-12-31,"","",1,,9,97,5,2,1,3,15,9,288,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,20,
273,296,2013-12-05 ,2021-03-02 ,2nd line drug resistance in HIV and 12-month outcome on 3rd line,825481,"","",2014-01-01,2020-12-01,Pays concernés : Kenya et Malawi ,Pays concernés : Kenya et malawi <br />,1,,9,161,8,2,1,3,14,9,289,4,2nd line drug resistance,1,,,"","","","",,4,1,1,1,0,0,"",1,1,"","",6,6,4,2,1,1,,1,1,3,,20,069708F3-318A-4A31-800F-F1A1DAA488CB
274,297,2013-12-06 ,2018-08-03 ,Pre-ART Multicentric Analysis of FUCHIA database,824482,"","",2014-01-01,2015-12-31,Analysis of Pre-ART cohort proposed by the SAC/AWG : Analysis  scientific publication and conference,Analysis of Pre-ART cohort proposed by the SAC/AWG : Analysis  scientific publication and conference,1,,38,130,5,2,1,3,285,38,290,4,"",1,,,"","","","",,1,,,,,,"",0,0,"","",2,6,4,2,1,1,,1,5,4,,20,
275,298,2013-12-06 ,2014-02-06 ,C- South Sudan Mortality 2013 OCB,812276,"","",2013-10-31,2013-12-31,"","",1,,33,60,5,1,1,6,5,8,292,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,71,
276,299,2013-12-06 ,2018-08-03 ,MDR-TB operational research UNITAID,821483,"","",2014-01-01,2015-12-31,Project funded by UNITAID through OCP,Project funded by UNITAID through OCP,1,,22,130,5,2,1,31,285,26,293,4,"",1,,,"","","","",,1,,,,,,"",,0,"","",6,6,,2,1,1,,1,10,4,,40,
277,300,2013-12-06 ,2018-08-03 ,Immunogenecity of the OCV when used in a single dose regimen and under controlled temperature chain in Africa,822484,"","",2014-01-01,2014-12-31,Immunogenecity of the OCV when used in a single dose regimen and under controlled temperature chain in Africa,"",1,,24,130,1,2,1,22,285,24,294,4,"",1,,,"","","","",,1,,,,,,"",,0,"","",4,6,,,,1,,2,3,3,,6,
278,301,2013-12-06 ,2018-08-03 ,Meta-analyse des performances de la microscopie à fluorescence pour le diagnostic TB  OCP,821485,"","",2014-01-01,2014-12-31,Apport des méthodes bayésiennes dans la recherche clinique à travers une réanalyse essais cliniques paludisme à l'aide de méthodes bayésiennes . Accueil d'un stagiaire pendant 6 mois de l'Université de Bretagne Sud - Master Sciences  Technologies  Santé Spécialité Modélisation Statistique et Applications Décisionnelles,"<span style=""font-size: 10pt; font-family: monospace  'Courier New'  Courier  monospace;"">Apport des méthodes bayésiennes dans la recherche clinique à travers une réanalyse essais cliniques paludisme à l'aide de méthodes bayésiennes . Accueil d'un stagiaire pendant 6 mois de l'Université de Bretagne Sud - Master Sciences  Technologies  Santé Spécialité Modélisation Statistique et Applications Décisionnelles<br /></span>",1,,60,130,2,2,1,31,285,37,295,4,"",1,,,"","","","",,1,,,,,,"",0,0,"","",1,6,4,,1,1,,1,7,4,,40,
279,302,2013-12-09 ,2018-08-04 ,Hepatite C (VHC)  UNITAID,824486,"","",2013-01-01,2014-12-31,(salaire anne loarec),(salaire anne loarec),1,,60,130,2,2,1,3,285,17,296,4,"",1,,,"","","","",,0,,,,,,"",,0,"","",,,,,,,,,,,,78,
280,303,2013-12-09 ,2019-02-19 ,Use of LAM test in HIV infected adults with low CD4 count in programmatic conditions  OCP,821531,"","",2014-01-01,2014-12-31,Multisections - Multisites. Potential sites:&nbsp;Mozambique &nbsp;Ndhiwa  Chiradzulu  RDC(initialement code : 824487) CODE A CLOTURER,<p>Multisections - Multisites. Potential sites:&nbsp;Mozambique &nbsp;Ndhiwa  Chiradzulu  RDC</p><p>(initialement code : 824487) CODE A CLOTURER</p>,1,,26,60,5,2,1,31,87,26,384,1,"",1,,,"","","","",,0,,,,,,"",,0,"","",,,,,,,,,,,,40,
281,304,2013-12-09 ,2018-08-03 ,Systematic TB treatment in severe malnourished children,824488,"","",2014-01-01,2014-12-31,Systematic tuberculosis (TB) treatment versus current TB diagnosis and treatment practices in children with severe acute malnutrition (SAM) and inadequate response to 2 weeks of standard nutritional and medical therapy.,"<span style=""font-size: 9pt; font-family: Arial  sans-serif;"" lang=""EN-AU"">Systematic tuberculosis (TB) treatment versus current TB diagnosis and treatment practices in children with severe acute malnutrition (SAM) and inadequate response to 2 weeks of standard nutritional and medical therapy<span style=""text-decoration: underline;"">.</span></span>",1,,26,130,1,2,1,31,285,26,298,4,"",1,,,"","","","",,1,,,,,,"",,0,"","",2,6,,2,1,1,,1,3,3,,40,
282,305,2013-12-09 ,2014-09-10 ,Negative Pressure Wound Treatment (NPWT),821489,"","",2014-01-01,2014-12-31,"","",1,,12,60,1,2,1,8,,12,300,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,64,
283,306,2013-12-09 ,2014-01-29 ,Ultrasound Guided Peripheral Nerve Blocks,821490,"","",2014-02-01,2014-12-31,"","",1,,12,60,1,2,1,8,,12,319,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,64,
284,307,2013-12-09 ,2014-01-29 ,Implementation of a trauma score and urban trauma mortality burden of disease study ,821491,"","",2014-01-01,2014-12-31,"","",1,,12,60,1,2,1,8,,12,302,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,64,
285,308,2013-12-09 ,2019-09-17 ,Prospective description of surgical burn mortality,821492,"","",2014-02-01,2015-12-31,Describing burn related sepsis mortality and general etiology for mortality in burn patients,Describing burn related sepsis mortality and general etiology for mortality in burn patients,1,,12,130,5,9,1,8,7,12,303,4,"",4,,,"","","","",,0,,,,,,"",,0,"","",,,,,1,,,,,,,64,9392F2A3-ECCC-4975-9815-DEE807F40817
286,309,2013-12-09 ,2016-07-11 ,Treatment of cholera-related emesis to improve the benefits of ORS therapy,821493,"","",2014-02-01,2015-12-31,"","",1,,12,60,5,9,1,22,,12,304,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,6,
